,Sample,CloudPercenatge,sample_std
3354,target_33UXP_2018-06-18_2018-11-14_2617_2745_5177_5305_40_120_80_160.npz,34.0,0.053
3355,target_33UXP_2018-06-18_2018-11-14_2873_3001_2105_2233_44_124_32_112.npz,42.0,0.049
3356,target_33UXP_2018-06-18_2018-11-14_2873_3001_2745_2873_44_124_42_122.npz,35.0,0.05
3357,target_33UXP_2018-06-18_2018-11-14_4281_4409_2361_2489_66_146_36_116.npz,39.0,0.058
3358,target_33UXP_2018-06-18_2018-11-14_4537_4665_4537_4665_70_150_70_150.npz,40.0,0.024
3359,target_33UXP_2018-06-18_2018-11-14_953_1081_569_697_14_94_8_88.npz,48.0,0.054
3360,target_33UXP_2018-06-28_2018-11-24_1081_1209_1593_1721_16_96_24_104.npz,48.0,0.04
3361,target_33UXP_2018-06-28_2018-11-24_1081_1209_4665_4793_16_96_72_152.npz,41.0,0.039
3362,target_33UXP_2018-06-28_2018-11-24_1209_1337_3257_3385_18_98_50_130.npz,37.0,0.061
3363,target_33UXP_2018-06-28_2018-11-24_1209_1337_4281_4409_18_98_66_146.npz,40.0,0.025
3364,target_33UXP_2018-06-28_2018-11-24_1721_1849_1721_1849_26_106_26_106.npz,45.0,0.053
3365,target_33UXP_2018-06-28_2018-11-24_1721_1849_1849_1977_26_106_28_108.npz,45.0,0.032
3366,target_33UXP_2018-06-28_2018-11-24_1849_1977_5177_5305_28_108_80_160.npz,41.0,0.052
3367,target_33UXP_2018-06-28_2018-11-24_1977_2105_1209_1337_30_110_18_98.npz,49.0,0.052
3368,target_33UXP_2018-06-28_2018-11-24_3385_3513_4025_4153_52_132_62_142.npz,47.0,0.058
3369,target_33UXP_2018-06-28_2018-11-24_3513_3641_4025_4153_54_134_62_142.npz,44.0,0.05
3370,target_33UXP_2018-06-28_2018-11-24_4153_4281_3001_3129_64_144_46_126.npz,44.0,0.029
3371,target_33UXP_2018-06-28_2018-11-24_4281_4409_5177_5305_66_146_80_160.npz,32.0,0.039
3372,target_33UXP_2018-06-28_2018-11-24_4537_4665_3257_3385_70_150_50_130.npz,44.0,0.04
3373,target_33UXP_2018-06-28_2018-11-24_5177_5305_313_441_80_160_4_84.npz,55.0,0.046
3374,target_33UXP_2018-06-28_2018-11-24_5305_5433_4281_4409_82_162_66_146.npz,53.0,0.044
3375,target_33UXP_2018-06-28_2018-11-24_569_697_1209_1337_8_88_18_98.npz,43.0,0.05
3376,target_33UXP_2018-06-28_2018-11-24_57_185_313_441_0_80_4_84.npz,51.0,0.026
3377,target_33UXP_2018-06-28_2018-11-24_825_953_2873_3001_12_92_44_124.npz,41.0,0.052
3378,target_33UXP_2018-06-28_2018-11-24_953_1081_1849_1977_14_94_28_108.npz,47.0,0.039
3379,target_33UXP_2018-07-08_2018-12-04_1337_1465_4409_4537_20_100_68_148.npz,45.0,0.033
3380,target_33UXP_2018-07-08_2018-12-04_1849_1977_2617_2745_28_108_40_120.npz,41.0,0.059
3381,target_33UXP_2018-07-08_2018-12-04_1977_2105_5305_5433_30_110_82_162.npz,39.0,0.051
3382,target_33UXP_2018-07-08_2018-12-04_2617_2745_4537_4665_40_120_70_150.npz,45.0,0.03
3383,target_33UXP_2018-07-08_2018-12-04_3257_3385_4537_4665_50_130_70_150.npz,46.0,0.014
3384,target_33UXP_2018-07-08_2018-12-04_3513_3641_4665_4793_54_134_72_152.npz,47.0,0.034
3385,target_33UXP_2018-07-08_2018-12-04_4921_5049_3897_4025_76_156_60_140.npz,49.0,0.027
3386,target_33UXP_2018-07-08_2018-12-04_5177_5305_2745_2873_80_160_42_122.npz,49.0,0.031
3387,target_33UXP_2018-07-08_2018-12-04_697_825_697_825_10_90_10_90.npz,52.0,0.041
3388,target_33UXP_2018-07-18_2018-12-14_1209_1337_2745_2873_18_98_42_122.npz,48.0,0.067
3389,target_33UXP_2018-07-18_2018-12-14_953_1081_4665_4793_14_94_72_152.npz,52.0,0.035
3390,target_33UXP_2018-07-28_2018-12-24_4153_4281_2873_3001_64_144_44_124.npz,60.0,0.049
3391,target_33UXP_2019-05-14_2019-10-10_441_569_3769_3897_6_86_58_138.npz,53.0,0.032
3392,target_33UXQ_2018-03-20_2018-08-16_4025_4153_5049_5177_62_142_78_158.npz,51.0,0.052
3393,target_33UXQ_2018-04-19_2018-09-15_5049_5177_4281_4409_78_158_66_146.npz,49.0,0.079
3394,target_33UXQ_2018-04-29_2018-09-25_4281_4409_4921_5049_66_146_76_156.npz,48.0,0.078
3395,target_33UXQ_2018-05-09_2018-10-05_697_825_2233_2361_10_90_34_114.npz,54.0,0.054
3396,target_33UXQ_2018-05-19_2018-10-15_3129_3257_3257_3385_48_128_50_130.npz,33.0,0.037
3397,target_33UXQ_2018-05-29_2018-10-25_3641_3769_4921_5049_56_136_76_156.npz,45.0,0.059
3398,target_33UXQ_2018-05-29_2018-10-25_5049_5177_1081_1209_78_158_16_96.npz,29.0,0.024
3399,target_33UXQ_2018-06-08_2018-11-04_3385_3513_3385_3513_52_132_52_132.npz,34.0,0.04
3400,target_33UXQ_2018-06-08_2018-11-04_4153_4281_2233_2361_64_144_34_114.npz,34.0,0.043
3401,target_33UXQ_2018-06-08_2018-11-04_5305_5433_441_569_82_162_6_86.npz,46.0,0.04
3402,target_33UXQ_2018-06-18_2018-11-14_4537_4665_1977_2105_70_150_30_110.npz,43.0,0.046
3403,target_33UXQ_2018-06-28_2018-11-24_2873_3001_4537_4665_44_124_70_150.npz,40.0,0.03
3404,target_33UXQ_2018-06-28_2018-11-24_4153_4281_3385_3513_64_144_52_132.npz,43.0,0.037
3405,target_33UXQ_2018-06-28_2018-11-24_5049_5177_4025_4153_78_158_62_142.npz,42.0,0.04
3406,target_33UXQ_2018-06-28_2018-11-24_5177_5305_1977_2105_80_160_30_110.npz,42.0,0.048
3407,target_33UXQ_2018-07-08_2018-12-04_3385_3513_2873_3001_52_132_44_124.npz,40.0,0.048
3408,target_33UXQ_2018-07-08_2018-12-04_3385_3513_4537_4665_52_132_70_150.npz,44.0,0.026
3409,target_33UXQ_2018-07-08_2018-12-04_3513_3641_2489_2617_54_134_38_118.npz,33.0,0.028
3410,target_33UXQ_2018-07-08_2018-12-04_4281_4409_2105_2233_66_146_32_112.npz,46.0,0.03
3411,target_33UXQ_2018-07-18_2018-12-14_2361_2489_4025_4153_36_116_62_142.npz,54.0,0.014
3412,target_33UXQ_2018-07-18_2018-12-14_2873_3001_4665_4793_44_124_72_152.npz,51.0,0.037
3413,target_33UXQ_2018-07-18_2018-12-14_3129_3257_2873_3001_48_128_44_124.npz,44.0,0.028
3414,target_33UXQ_2018-07-18_2018-12-14_3513_3641_3769_3897_54_134_58_138.npz,55.0,0.034
3415,target_33UXQ_2018-07-18_2018-12-14_3769_3897_3129_3257_58_138_48_128.npz,48.0,0.052
3416,target_33UXQ_2018-07-18_2018-12-14_5177_5305_3385_3513_80_160_52_132.npz,51.0,0.021
3417,target_33UXQ_2018-07-28_2018-12-24_5049_5177_3513_3641_78_158_54_134.npz,61.0,0.037
3418,target_33UXQ_2019-05-14_2019-10-10_3769_3897_3129_3257_58_138_48_128.npz,62.0,0.066
3419,target_33UXQ_2019-05-24_2019-10-20_4025_4153_4537_4665_62_142_70_150.npz,55.0,0.057
3420,target_33UXQ_2019-05-24_2019-10-20_4409_4537_4153_4281_68_148_64_144.npz,54.0,0.055
3421,target_33UXQ_2019-06-03_2019-10-30_3001_3129_2873_3001_46_126_44_124.npz,58.0,0.045
3422,target_33VUE_2018-03-22_2018-08-18_1465_1593_3897_4025_22_102_60_140.npz,35.0,0.044
3423,target_33VUE_2018-03-22_2018-08-18_1977_2105_4793_4921_30_110_74_154.npz,32.0,0.038
3424,target_33VUE_2018-03-22_2018-08-18_2105_2233_4921_5049_32_112_76_156.npz,39.0,0.062
3425,target_33VUE_2018-04-01_2018-08-28_1209_1337_3641_3769_18_98_56_136.npz,46.0,0.044
3426,target_33VUE_2018-04-01_2018-08-28_1593_1721_3385_3513_24_104_52_132.npz,50.0,0.082
3427,target_33VUE_2018-04-01_2018-08-28_2105_2233_2745_2873_32_112_42_122.npz,50.0,0.062
3428,target_33VUE_2018-04-01_2018-08-28_953_1081_5049_5177_14_94_78_158.npz,44.0,0.029
3429,target_33VUE_2018-04-11_2018-09-07_1337_1465_3513_3641_20_100_54_134.npz,54.0,0.063
3430,target_33VUE_2018-04-11_2018-09-07_2233_2361_2233_2361_34_114_34_114.npz,48.0,0.061
3431,target_33VUE_2018-04-11_2018-09-07_3001_3129_3129_3257_46_126_48_128.npz,57.0,0.054
3432,target_33VUE_2018-04-21_2018-09-17_1337_1465_3001_3129_20_100_46_126.npz,53.0,0.05
3433,target_33VUE_2018-04-21_2018-09-17_2105_2233_3257_3385_32_112_50_130.npz,57.0,0.058
3434,target_33VUE_2018-04-21_2018-09-17_2617_2745_5305_5433_40_120_82_162.npz,54.0,0.049
3435,target_33VUE_2018-04-21_2018-09-17_3257_3385_3129_3257_50_130_48_128.npz,57.0,0.051
3436,target_33VUE_2018-04-21_2018-09-17_569_697_5049_5177_8_88_78_158.npz,52.0,0.059
3437,target_33VUE_2018-04-26_2018-09-22_2361_2489_2105_2233_36_116_32_112.npz,46.0,0.059
3438,target_33VUE_2018-04-26_2018-09-22_2617_2745_2233_2361_40_120_34_114.npz,48.0,0.04
3439,target_33VUE_2018-05-01_2018-09-27_1337_1465_4921_5049_20_100_76_156.npz,55.0,0.063
3440,target_33VUE_2018-05-01_2018-09-27_1977_2105_3385_3513_30_110_52_132.npz,61.0,0.074
3441,target_33VUE_2018-05-01_2018-09-27_2105_2233_4665_4793_32_112_72_152.npz,59.0,0.046
3442,target_33VUE_2018-05-01_2018-09-27_2361_2489_2873_3001_36_116_44_124.npz,56.0,0.042
3443,target_33VUE_2018-05-01_2018-09-27_2745_2873_2489_2617_42_122_38_118.npz,63.0,0.072
3444,target_33VUE_2018-05-01_2018-09-27_3385_3513_1593_1721_52_132_24_104.npz,58.0,0.066
3445,target_33VUE_2018-05-01_2018-09-27_3513_3641_4025_4153_54_134_62_142.npz,59.0,0.057
3446,target_33VUE_2018-05-01_2018-09-27_4025_4153_3897_4025_62_142_60_140.npz,67.0,0.063
3447,target_33VUE_2018-05-11_2018-10-07_4025_4153_3513_3641_62_142_54_134.npz,65.0,0.063
3448,target_33VUE_2018-05-11_2018-10-07_4153_4281_313_441_64_144_4_84.npz,64.0,0.049
3449,target_33VUE_2018-05-11_2018-10-07_953_1081_3385_3513_14_94_52_132.npz,60.0,0.034
3450,target_33VUE_2018-05-21_2018-10-17_3129_3257_3129_3257_48_128_48_128.npz,69.0,0.072
3451,target_33VUE_2018-05-21_2018-10-17_3385_3513_1337_1465_52_132_20_100.npz,62.0,0.046
3452,target_33VUE_2018-05-21_2018-10-17_3641_3769_1465_1593_56_136_22_102.npz,61.0,0.039
3453,target_33VUE_2018-05-21_2018-10-17_3641_3769_4025_4153_56_136_62_142.npz,59.0,0.051
3454,target_33VUE_2018-05-31_2018-10-27_3769_3897_1465_1593_58_138_22_102.npz,68.0,0.05
3455,target_33VUE_2018-05-31_2018-10-27_953_1081_5177_5305_14_94_80_160.npz,71.0,0.055
3456,target_33VUE_2018-06-10_2018-11-06_185_313_4281_4409_2_82_66_146.npz,63.0,0.038
3457,target_33VUE_2019-03-17_2019-08-13_185_313_5305_5433_2_82_82_162.npz,57.0,0.047
3458,target_33VUE_2019-03-27_2019-08-23_1081_1209_1465_1593_16_96_22_102.npz,70.0,0.049
3459,target_33VUE_2019-03-27_2019-08-23_1721_1849_825_953_26_106_12_92.npz,49.0,0.046
3460,target_33VUE_2019-03-27_2019-08-23_697_825_4281_4409_10_90_66_146.npz,61.0,0.049
3461,target_33VUF_2018-03-22_2018-08-18_1721_1849_4409_4537_26_106_68_148.npz,41.0,0.051
3462,target_33VUF_2018-04-01_2018-08-28_1081_1209_1209_1337_16_96_18_98.npz,51.0,0.034
3463,target_33VUF_2018-04-01_2018-08-28_185_313_2489_2617_2_82_38_118.npz,49.0,0.08
3464,target_33VUF_2018-04-01_2018-08-28_2105_2233_2361_2489_32_112_36_116.npz,56.0,0.041
3465,target_33VUF_2018-04-01_2018-08-28_2745_2873_953_1081_42_122_14_94.npz,51.0,0.033
3466,target_33VUF_2018-04-01_2018-08-28_313_441_4921_5049_4_84_76_156.npz,57.0,0.056
3467,target_33VUF_2018-04-01_2018-08-28_3513_3641_2617_2745_54_134_40_120.npz,47.0,0.043
3468,target_33VUF_2018-04-01_2018-08-28_4025_4153_1209_1337_62_142_18_98.npz,53.0,0.037
3469,target_33VUF_2018-04-01_2018-08-28_5305_5433_2361_2489_82_162_36_116.npz,38.0,0.014
3470,target_33VUF_2018-04-11_2018-09-07_2873_3001_953_1081_44_124_14_94.npz,50.0,0.049
3471,target_33VUF_2018-04-11_2018-09-07_3385_3513_1209_1337_52_132_18_98.npz,54.0,0.039
3472,target_33VUF_2018-04-11_2018-09-07_5305_5433_2617_2745_82_162_40_120.npz,47.0,0.037
3473,target_33VUF_2018-04-11_2018-09-07_569_697_3769_3897_8_88_58_138.npz,51.0,0.042
3474,target_33VUF_2018-04-21_2018-09-17_1465_1593_4537_4665_22_102_70_150.npz,54.0,0.057
3475,target_33VUF_2018-04-21_2018-09-17_2489_2617_3897_4025_38_118_60_140.npz,52.0,0.041
3476,target_33VUF_2018-04-21_2018-09-17_3385_3513_1337_1465_52_132_20_100.npz,57.0,0.034
3477,target_33VUF_2018-04-21_2018-09-17_4281_4409_2489_2617_66_146_38_118.npz,48.0,0.051
3478,target_33VUF_2018-04-21_2018-09-17_441_569_4793_4921_6_86_74_154.npz,63.0,0.049
3479,target_33VUF_2018-04-21_2018-09-17_441_569_5049_5177_6_86_78_158.npz,60.0,0.069
3480,target_33VUF_2018-04-21_2018-09-17_4665_4793_2745_2873_72_152_42_122.npz,49.0,0.043
3481,target_33VUF_2018-04-21_2018-09-17_5305_5433_1721_1849_82_162_26_106.npz,57.0,0.06
3482,target_33VUF_2018-04-26_2018-09-22_1593_1721_569_697_24_104_8_88.npz,52.0,0.041
3483,target_33VUF_2018-04-26_2018-09-22_441_569_4409_4537_6_86_68_148.npz,51.0,0.044
3484,target_33VUF_2018-04-26_2018-09-22_953_1081_3641_3769_14_94_56_136.npz,50.0,0.045
3485,target_33VUF_2018-04-26_2018-09-22_953_1081_4921_5049_14_94_76_156.npz,51.0,0.048
3486,target_33VUF_2018-05-01_2018-09-27_1849_1977_3513_3641_28_108_54_134.npz,57.0,0.051
3487,target_33VUF_2018-05-01_2018-09-27_1977_2105_2873_3001_30_110_44_124.npz,58.0,0.049
3488,target_33VUF_2018-05-01_2018-09-27_1977_2105_3385_3513_30_110_52_132.npz,52.0,0.058
3489,target_33VUF_2018-05-01_2018-09-27_313_441_2489_2617_4_84_38_118.npz,57.0,0.096
3490,target_33VUF_2018-05-01_2018-09-27_3769_3897_953_1081_58_138_14_94.npz,56.0,0.048
3491,target_33VUF_2018-05-01_2018-09-27_441_569_2745_2873_6_86_42_122.npz,55.0,0.03
3492,target_33VUF_2018-05-01_2018-09-27_441_569_4537_4665_6_86_70_150.npz,59.0,0.051
3493,target_33VUF_2018-05-01_2018-09-27_4793_4921_2105_2233_74_154_32_112.npz,53.0,0.031
3494,target_33VUF_2018-05-01_2018-09-27_4793_4921_4409_4537_74_154_68_148.npz,51.0,0.053
3495,target_33VUF_2018-05-01_2018-09-27_5177_5305_5305_5433_80_160_82_162.npz,58.0,0.029
3496,target_33VUF_2018-05-01_2018-09-27_57_185_4921_5049_0_80_76_156.npz,61.0,0.048
3497,target_33VUF_2018-05-06_2018-10-02_1081_1209_2617_2745_16_96_40_120.npz,65.0,0.07
3498,target_33VUF_2018-05-06_2018-10-02_4537_4665_1209_1337_70_150_18_98.npz,62.0,0.042
3499,target_33VUF_2018-05-06_2018-10-02_57_185_4025_4153_0_80_62_142.npz,55.0,0.048
3500,target_33VUF_2018-05-11_2018-10-07_1465_1593_2361_2489_22_102_36_116.npz,59.0,0.073
3501,target_33VUF_2018-05-11_2018-10-07_1593_1721_3385_3513_24_104_52_132.npz,55.0,0.036
3502,target_33VUF_2018-05-11_2018-10-07_2745_2873_4665_4793_42_122_72_152.npz,56.0,0.032
3503,target_33VUF_2018-05-11_2018-10-07_441_569_57_185_6_86_0_80.npz,53.0,0.042
3504,target_33VUF_2018-05-11_2018-10-07_4921_5049_1977_2105_76_156_30_110.npz,60.0,0.037
3505,target_33VUF_2018-05-11_2018-10-07_57_185_3769_3897_0_80_58_138.npz,60.0,0.082
3506,target_33VUF_2018-05-21_2018-10-17_2489_2617_4281_4409_38_118_66_146.npz,54.0,0.028
3507,target_33VUF_2018-05-21_2018-10-17_3257_3385_2873_3001_50_130_44_124.npz,58.0,0.059
3508,target_33VUF_2018-05-21_2018-10-17_569_697_3641_3769_8_88_56_136.npz,61.0,0.039
3509,target_33VUF_2018-05-21_2018-10-17_697_825_4409_4537_10_90_68_148.npz,60.0,0.06
3510,target_33VUF_2018-05-31_2018-10-27_2489_2617_4537_4665_38_118_70_150.npz,63.0,0.039
3511,target_33VUF_2018-05-31_2018-10-27_3129_3257_3129_3257_48_128_48_128.npz,67.0,0.074
3512,target_33VUF_2018-05-31_2018-10-27_3385_3513_3001_3129_52_132_46_126.npz,60.0,0.046
3513,target_33VUF_2018-06-05_2018-11-01_185_313_4025_4153_2_82_62_142.npz,69.0,0.043
3514,target_33VUF_2018-06-10_2018-11-06_2105_2233_4281_4409_32_112_66_146.npz,70.0,0.032
3515,target_33VUF_2018-06-10_2018-11-06_3385_3513_4793_4921_52_132_74_154.npz,68.0,0.035
3516,target_33VUF_2019-03-02_2019-07-29_3129_3257_2873_3001_48_128_44_124.npz,48.0,0.057
3517,target_33VUF_2019-03-07_2019-08-03_2105_2233_4409_4537_32_112_68_148.npz,58.0,0.037
3518,target_33VUF_2019-03-17_2019-08-13_2361_2489_4793_4921_36_116_74_154.npz,55.0,0.047
3519,target_33VUF_2019-03-17_2019-08-13_2489_2617_3257_3385_38_118_50_130.npz,51.0,0.042
3520,target_33VUG_2018-04-01_2018-08-28_2617_2745_4025_4153_40_120_62_142.npz,52.0,0.044
3521,target_33VUG_2018-04-01_2018-08-28_2617_2745_5305_5433_40_120_82_162.npz,44.0,0.063
3522,target_33VUG_2018-04-01_2018-08-28_3129_3257_2233_2361_48_128_34_114.npz,43.0,0.035
3523,target_33VUG_2018-04-01_2018-08-28_3769_3897_3385_3513_58_138_52_132.npz,51.0,0.073
3524,target_33VUG_2018-04-01_2018-08-28_4025_4153_185_313_62_142_2_82.npz,49.0,0.048
3525,target_33VUG_2018-04-01_2018-08-28_4281_4409_4281_4409_66_146_66_146.npz,57.0,0.064
3526,target_33VUG_2018-04-01_2018-08-28_4665_4793_1849_1977_72_152_28_108.npz,58.0,0.077
3527,target_33VUG_2018-04-01_2018-08-28_5177_5305_4665_4793_80_160_72_152.npz,53.0,0.057
3528,target_33VUG_2018-04-11_2018-09-07_2489_2617_4665_4793_38_118_72_152.npz,54.0,0.06
3529,target_33VUG_2018-04-11_2018-09-07_4025_4153_2105_2233_62_142_32_112.npz,59.0,0.073
3530,target_33VUG_2018-04-11_2018-09-07_4025_4153_4153_4281_62_142_64_144.npz,54.0,0.064
3531,target_33VUG_2018-04-11_2018-09-07_4153_4281_3001_3129_64_144_46_126.npz,48.0,0.049
3532,target_33VUG_2018-04-11_2018-09-07_4665_4793_4281_4409_72_152_66_146.npz,55.0,0.059
3533,target_33VUG_2018-04-21_2018-09-17_1593_1721_2489_2617_24_104_38_118.npz,55.0,0.036
3534,target_33VUG_2018-04-21_2018-09-17_1721_1849_2873_3001_26_106_44_124.npz,57.0,0.057
3535,target_33VUG_2018-04-21_2018-09-17_2361_2489_1593_1721_36_116_24_104.npz,61.0,0.06
3536,target_33VUG_2018-04-21_2018-09-17_2617_2745_2361_2489_40_120_36_116.npz,54.0,0.05
3537,target_33VUG_2018-04-21_2018-09-17_2745_2873_2617_2745_42_122_40_120.npz,56.0,0.052
3538,target_33VUG_2018-04-21_2018-09-17_3513_3641_1593_1721_54_134_24_104.npz,60.0,0.068
3539,target_33VUG_2018-04-21_2018-09-17_3641_3769_1849_1977_56_136_28_108.npz,55.0,0.049
3540,target_33VUG_2018-04-21_2018-09-17_4025_4153_4537_4665_62_142_70_150.npz,57.0,0.048
3541,target_33VUG_2018-04-21_2018-09-17_4537_4665_2105_2233_70_150_32_112.npz,62.0,0.061
3542,target_33VUG_2018-04-21_2018-09-17_5049_5177_3897_4025_78_158_60_140.npz,52.0,0.053
3543,target_33VUG_2018-04-21_2018-09-17_57_185_2105_2233_0_80_32_112.npz,61.0,0.044
3544,target_33VUG_2018-04-21_2018-09-17_57_185_2489_2617_0_80_38_118.npz,55.0,0.029
3545,target_33VUG_2018-04-26_2018-09-22_1337_1465_2617_2745_20_100_40_120.npz,48.0,0.036
3546,target_33VUG_2018-04-26_2018-09-22_1337_1465_953_1081_20_100_14_94.npz,59.0,0.074
3547,target_33VUG_2018-04-26_2018-09-22_1593_1721_1721_1849_24_104_26_106.npz,56.0,0.058
3548,target_33VUG_2018-04-26_2018-09-22_2361_2489_313_441_36_116_4_84.npz,57.0,0.082
3549,target_33VUG_2018-04-26_2018-09-22_2489_2617_569_697_38_118_8_88.npz,58.0,0.072
3550,target_33VUG_2018-04-26_2018-09-22_2745_2873_953_1081_42_122_14_94.npz,53.0,0.041
3551,target_33VUG_2018-04-26_2018-09-22_3129_3257_5305_5433_48_128_82_162.npz,47.0,0.051
3552,target_33VUG_2018-04-26_2018-09-22_313_441_2361_2489_4_84_36_116.npz,52.0,0.055
3553,target_33VUG_2018-04-26_2018-09-22_313_441_569_697_4_84_8_88.npz,54.0,0.032
3554,target_33VUG_2018-04-26_2018-09-22_3641_3769_4665_4793_56_136_72_152.npz,50.0,0.048
3555,target_33VUG_2018-05-01_2018-09-27_1337_1465_2361_2489_20_100_36_116.npz,48.0,0.041
3556,target_33VUG_2018-05-01_2018-09-27_2489_2617_2873_3001_38_118_44_124.npz,49.0,0.038
3557,target_33VUG_2018-05-01_2018-09-27_2617_2745_825_953_40_120_12_92.npz,61.0,0.054
3558,target_33VUG_2018-05-01_2018-09-27_2745_2873_2873_3001_42_122_44_124.npz,53.0,0.047
3559,target_33VUG_2018-05-01_2018-09-27_3385_3513_1081_1209_52_132_16_96.npz,59.0,0.077
3560,target_33VUG_2018-05-01_2018-09-27_4025_4153_1849_1977_62_142_28_108.npz,56.0,0.044
3561,target_33VUG_2018-05-01_2018-09-27_4281_4409_185_313_66_146_2_82.npz,48.0,0.065
3562,target_33VUG_2018-05-01_2018-09-27_4281_4409_2361_2489_66_146_36_116.npz,60.0,0.07
3563,target_33VUG_2018-05-01_2018-09-27_441_569_1977_2105_6_86_30_110.npz,55.0,0.069
3564,target_33VUG_2018-05-01_2018-09-27_4537_4665_5305_5433_70_150_82_162.npz,56.0,0.046
3565,target_33VUG_2018-05-01_2018-09-27_4793_4921_2617_2745_74_154_40_120.npz,53.0,0.039
3566,target_33VUG_2018-05-06_2018-10-02_185_313_3129_3257_2_82_48_128.npz,53.0,0.047
3567,target_33VUG_2018-05-06_2018-10-02_3001_3129_697_825_46_126_10_90.npz,56.0,0.054
3568,target_33VUG_2018-05-06_2018-10-02_4153_4281_2617_2745_64_144_40_120.npz,52.0,0.032
3569,target_33VUG_2018-05-06_2018-10-02_441_569_313_441_6_86_4_84.npz,59.0,0.066
3570,target_33VUG_2018-05-06_2018-10-02_4665_4793_4665_4793_72_152_72_152.npz,62.0,0.05
3571,target_33VUG_2018-05-06_2018-10-02_5305_5433_953_1081_82_162_14_94.npz,52.0,0.029
3572,target_33VUG_2018-05-11_2018-10-07_1849_1977_2489_2617_28_108_38_118.npz,48.0,0.032
3573,target_33VUG_2018-05-11_2018-10-07_1977_2105_1721_1849_30_110_26_106.npz,53.0,0.051
3574,target_33VUG_2018-05-11_2018-10-07_1977_2105_2361_2489_30_110_36_116.npz,51.0,0.054
3575,target_33VUG_2018-05-11_2018-10-07_2105_2233_4409_4537_32_112_68_148.npz,64.0,0.055
3576,target_33VUG_2018-05-11_2018-10-07_2745_2873_3001_3129_42_122_46_126.npz,57.0,0.05
3577,target_33VUG_2018-05-11_2018-10-07_2873_3001_1977_2105_44_124_30_110.npz,54.0,0.046
3578,target_33VUG_2018-05-11_2018-10-07_3129_3257_2105_2233_48_128_32_112.npz,49.0,0.02
3579,target_33VUG_2018-05-11_2018-10-07_3513_3641_1849_1977_54_134_28_108.npz,53.0,0.027
3580,target_33VUG_2018-05-11_2018-10-07_3641_3769_1977_2105_56_136_30_110.npz,52.0,0.047
3581,target_33VUG_2018-05-11_2018-10-07_3769_3897_313_441_58_138_4_84.npz,61.0,0.052
3582,target_33VUG_2018-05-11_2018-10-07_4281_4409_313_441_66_146_4_84.npz,50.0,0.053
3583,target_33VUG_2018-05-11_2018-10-07_441_569_1849_1977_6_86_28_108.npz,59.0,0.051
3584,target_33VUG_2018-05-16_2018-10-12_1081_1209_1209_1337_16_96_18_98.npz,65.0,0.039
3585,target_33VUG_2018-05-16_2018-10-12_3769_3897_4409_4537_58_138_68_148.npz,67.0,0.047
3586,target_33VUG_2018-05-16_2018-10-12_3897_4025_4537_4665_60_140_70_150.npz,63.0,0.052
3587,target_33VUG_2018-05-16_2018-10-12_5049_5177_2617_2745_78_158_40_120.npz,64.0,0.042
3588,target_33VUG_2018-05-21_2018-10-17_1081_1209_2233_2361_16_96_34_114.npz,60.0,0.046
3589,target_33VUG_2018-05-21_2018-10-17_1209_1337_825_953_18_98_12_92.npz,57.0,0.06
3590,target_33VUG_2018-05-21_2018-10-17_1721_1849_1593_1721_26_106_24_104.npz,63.0,0.059
3591,target_33VUG_2018-05-21_2018-10-17_2233_2361_1977_2105_34_114_30_110.npz,53.0,0.04
3592,target_33VUG_2018-05-21_2018-10-17_5177_5305_3897_4025_80_160_60_140.npz,63.0,0.065
3593,target_33VUG_2018-05-21_2018-10-17_57_185_2361_2489_0_80_36_116.npz,56.0,0.05
3594,target_33VUG_2018-05-26_2018-10-22_3385_3513_1977_2105_52_132_30_110.npz,54.0,0.029
3595,target_33VUG_2018-05-31_2018-10-27_185_313_1465_1593_2_82_22_102.npz,63.0,0.055
3596,target_33VVG_2018-03-22_2018-08-18_4793_4921_5305_5433_74_154_82_162.npz,47.0,0.048
3597,target_33VVG_2018-04-11_2018-09-07_2233_2361_1209_1337_34_114_18_98.npz,58.0,0.058
3598,target_33VVG_2018-04-11_2018-09-07_2233_2361_1721_1849_34_114_26_106.npz,52.0,0.061
3599,target_33VVG_2018-04-11_2018-09-07_3001_3129_2361_2489_46_126_36_116.npz,62.0,0.064
3600,target_33VVG_2018-04-11_2018-09-07_3001_3129_57_185_46_126_0_80.npz,52.0,0.062
3601,target_33VVG_2018-04-11_2018-09-07_4409_4537_1977_2105_68_148_30_110.npz,54.0,0.054
3602,target_33VVG_2018-04-11_2018-09-07_5049_5177_1977_2105_78_158_30_110.npz,59.0,0.051
3603,target_33VVG_2018-04-11_2018-09-07_569_697_3129_3257_8_88_48_128.npz,54.0,0.034
3604,target_33VVG_2018-04-21_2018-09-17_1465_1593_4153_4281_22_102_64_144.npz,64.0,0.028
3605,target_33VVG_2018-04-21_2018-09-17_1721_1849_3769_3897_26_106_58_138.npz,61.0,0.048
3606,target_33VVG_2018-04-21_2018-09-17_1977_2105_5177_5305_30_110_80_160.npz,61.0,0.036
3607,target_33VVG_2018-04-21_2018-09-17_2745_2873_185_313_42_122_2_82.npz,57.0,0.046
3608,target_33VVG_2018-04-21_2018-09-17_2873_3001_697_825_44_124_10_90.npz,50.0,0.063
3609,target_33VVG_2018-04-21_2018-09-17_3257_3385_1721_1849_50_130_26_106.npz,64.0,0.08
